employment_type,job_title,avg_salary
PT,"3D Computer Vision Researcher",5409.0000
FT,"AI Scientist",66135.5714
FT,"AI Scientist",66135.5714
PT,"AI Scientist",66135.5714
FT,"AI Scientist",66135.5714
PT,"AI Scientist",66135.5714
FT,"AI Scientist",66135.5714
FT,"AI Scientist",66135.5714
FT,"Analytics Engineer",175000.0000
FT,"Analytics Engineer",175000.0000
FT,"Analytics Engineer",175000.0000
FT,"Analytics Engineer",175000.0000
FT,"Applied Data Scientist",175655.0000
FT,"Applied Data Scientist",175655.0000
FT,"Applied Data Scientist",175655.0000
FT,"Applied Data Scientist",175655.0000
FT,"Applied Data Scientist",175655.0000
FT,"Applied Machine Learning Scientist",142068.7500
FT,"Applied Machine Learning Scientist",142068.7500
CT,"Applied Machine Learning Scientist",142068.7500
FT,"Applied Machine Learning Scientist",142068.7500
FT,"BI Data Analyst",74755.1667
FT,"BI Data Analyst",74755.1667
FT,"BI Data Analyst",74755.1667
FT,"BI Data Analyst",74755.1667
FT,"BI Data Analyst",74755.1667
FT,"BI Data Analyst",74755.1667
FT,"Big Data Architect",99703.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Big Data Engineer",51974.0000
FT,"Business Data Analyst",76691.2000
FT,"Business Data Analyst",76691.2000
FT,"Business Data Analyst",76691.2000
FT,"Business Data Analyst",76691.2000
CT,"Business Data Analyst",76691.2000
FT,"Cloud Data Engineer",124647.0000
FT,"Cloud Data Engineer",124647.0000
PT,"Computer Vision Engineer",44419.3333
FT,"Computer Vision Engineer",44419.3333
FT,"Computer Vision Engineer",44419.3333
FT,"Computer Vision Engineer",44419.3333
FT,"Computer Vision Engineer",44419.3333
FL,"Computer Vision Engineer",44419.3333
FT,"Computer Vision Software Engineer",105248.6667
FT,"Computer Vision Software Engineer",105248.6667
FT,"Computer Vision Software Engineer",105248.6667
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
PT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analyst",92893.0619
FT,"Data Analytics Engineer",64799.2500
FT,"Data Analytics Engineer",64799.2500
FT,"Data Analytics Engineer",64799.2500
FT,"Data Analytics Engineer",64799.2500
FT,"Data Analytics Lead",405000.0000
FT,"Data Analytics Manager",127134.2857
FT,"Data Analytics Manager",127134.2857
FT,"Data Analytics Manager",127134.2857
FT,"Data Analytics Manager",127134.2857
FT,"Data Analytics Manager",127134.2857
FT,"Data Analytics Manager",127134.2857
FT,"Data Analytics Manager",127134.2857
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Architect",177873.9091
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FL,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
PT,"Data Engineer",112725.0000
PT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineer",112725.0000
FT,"Data Engineering Manager",123227.2000
FT,"Data Engineering Manager",123227.2000
FT,"Data Engineering Manager",123227.2000
FT,"Data Engineering Manager",123227.2000
FT,"Data Engineering Manager",123227.2000
FT,"Data Science Consultant",69420.7143
FT,"Data Science Consultant",69420.7143
FT,"Data Science Consultant",69420.7143
FT,"Data Science Consultant",69420.7143
FT,"Data Science Consultant",69420.7143
FT,"Data Science Consultant",69420.7143
FT,"Data Science Consultant",69420.7143
FT,"Data Science Engineer",75803.3333
FT,"Data Science Engineer",75803.3333
FT,"Data Science Engineer",75803.3333
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Science Manager",158328.5000
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
PT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
PT,"Data Scientist",108187.8322
FL,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Scientist",108187.8322
FT,"Data Specialist",165000.0000
FT,"Director of Data Engineering",156738.0000
FT,"Director of Data Engineering",156738.0000
FT,"Director of Data Science",195074.0000
FT,"Director of Data Science",195074.0000
FT,"Director of Data Science",195074.0000
FT,"Director of Data Science",195074.0000
FT,"Director of Data Science",195074.0000
FT,"Director of Data Science",195074.0000
FT,"Director of Data Science",195074.0000
FT,"ETL Developer",54957.0000
FT,"ETL Developer",54957.0000
FT,"Finance Data Analyst",61896.0000
FT,"Financial Data Analyst",275000.0000
FT,"Financial Data Analyst",275000.0000
FT,"Head of Data",160162.6000
FT,"Head of Data",160162.6000
FT,"Head of Data",160162.6000
FT,"Head of Data",160162.6000
FT,"Head of Data",160162.6000
FT,"Head of Data Science",146718.7500
FT,"Head of Data Science",146718.7500
FT,"Head of Data Science",146718.7500
FT,"Head of Data Science",146718.7500
FT,"Head of Machine Learning",79039.0000
FT,"Lead Data Analyst",92203.0000
FT,"Lead Data Analyst",92203.0000
FT,"Lead Data Analyst",92203.0000
FT,"Lead Data Engineer",139724.5000
FT,"Lead Data Engineer",139724.5000
FT,"Lead Data Engineer",139724.5000
FT,"Lead Data Engineer",139724.5000
FT,"Lead Data Engineer",139724.5000
FT,"Lead Data Engineer",139724.5000
FT,"Lead Data Scientist",115190.0000
FT,"Lead Data Scientist",115190.0000
FT,"Lead Data Scientist",115190.0000
FT,"Lead Machine Learning Engineer",87932.0000
FT,"Machine Learning Developer",85860.6667
FT,"Machine Learning Developer",85860.6667
FT,"Machine Learning Developer",85860.6667
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Engineer",104880.1463
FT,"Machine Learning Infrastructure Engineer",101145.0000
FT,"Machine Learning Infrastructure Engineer",101145.0000
FT,"Machine Learning Infrastructure Engineer",101145.0000
FT,"Machine Learning Manager",117104.0000
FT,"Machine Learning Scientist",158412.5000
FL,"Machine Learning Scientist",158412.5000
FT,"Machine Learning Scientist",158412.5000
FT,"Machine Learning Scientist",158412.5000
FT,"Machine Learning Scientist",158412.5000
FT,"Machine Learning Scientist",158412.5000
FT,"Machine Learning Scientist",158412.5000
FT,"Machine Learning Scientist",158412.5000
FT,"Marketing Data Analyst",88654.0000
FT,"ML Engineer",117504.0000
CT,"ML Engineer",117504.0000
FT,"ML Engineer",117504.0000
FT,"ML Engineer",117504.0000
FT,"ML Engineer",117504.0000
PT,"ML Engineer",117504.0000
FT,"NLP Engineer",37236.0000
FT,"Principal Data Analyst",122500.0000
FT,"Principal Data Analyst",122500.0000
FT,"Principal Data Engineer",328333.3333
FT,"Principal Data Engineer",328333.3333
FT,"Principal Data Engineer",328333.3333
CT,"Principal Data Scientist",215242.4286
FT,"Principal Data Scientist",215242.4286
FT,"Principal Data Scientist",215242.4286
FT,"Principal Data Scientist",215242.4286
FT,"Principal Data Scientist",215242.4286
FT,"Principal Data Scientist",215242.4286
FT,"Principal Data Scientist",215242.4286
FT,"Product Data Analyst",13036.0000
FT,"Product Data Analyst",13036.0000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
FT,"Research Scientist",109019.5000
CT,"Staff Data Scientist",105000.0000
